Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Maize,Region_D,Loam,6.61,1207.5,16.6,36.7,135.7,Flood,28.0,11.4,Wheat,100.8
Wheat,Region_B,Loam,6.86,1375.2,28.7,61.8,186.6,None,10.1,24.5,None,148.75
Maize,Region_C,Sandy,5.96,567.0,22.4,57.1,178.3,Flood,8.8,13.7,Wheat,109.42
Maize,Region_C,Clay,6.52,1454.5,29.5,76.6,96.9,Flood,16.7,17.2,Maize,94.42
Wheat,Region_D,Loam,7.32,1009.5,23.1,60.2,238.0,Sprinkler,46.1,15.1,Maize,145.22
Barley,Region_B,Sandy,6.52,1341.6,34.4,58.9,90.3,Flood,11.9,14.9,Barley,90.51
Maize,Region_C,Loam,5.81,335.1,28.9,73.2,164.7,None,2.4,22.8,Maize,97.0
Barley,Region_C,Clay,6.76,526.9,15.9,70.1,239.1,Sprinkler,44.1,6.9,Maize,140.07
Maize,Region_A,Sandy,6.68,617.3,21.6,89.5,224.3,Sprinkler,21.9,11.9,Maize,133.94
Maize,Region_A,Loam,5.55,593.7,26.3,51.1,158.0,Drip,31.1,10.7,Wheat,116.55
Wheat,Region_D,Loam,5.68,423.4,17.8,71.3,247.2,None,44.3,11.5,Barley,133.51
Maize,Region_A,Loam,5.81,1328.7,15.1,40.0,228.4,None,37.8,23.3,Barley,160.15
Rice,Region_B,Clay,5.77,744.2,16.6,78.3,146.1,Flood,39.8,6.4,Rice,100.73
Rice,Region_D,Sandy,6.02,1452.1,25.5,77.2,273.9,Sprinkler,24.0,10.7,Rice,178.87
Wheat,Region_D,Loam,6.41,958.5,27.6,73.5,85.5,None,34.4,19.8,Barley,75.4
Barley,Region_A,Loam,6.24,379.9,16.9,37.1,139.6,None,48.2,9.8,Barley,96.32
Barley,Region_C,Sandy,7.28,909.7,28.3,89.3,224.5,Flood,44.5,21.7,Wheat,142.58
Barley,Region_B,Clay,6.72,1491.6,27.3,86.6,268.2,Drip,30.6,11.6,Maize,194.41
Rice,Region_B,Clay,7.25,934.7,33.8,52.2,130.6,None,4.3,7.3,Barley,99.55
Barley,Region_B,Clay,6.55,202.4,31.8,64.6,190.3,Flood,49.0,15.4,None,107.74
Barley,Region_D,Clay,5.68,1413.0,33.9,83.3,53.0,Drip,11.3,15.2,Wheat,73.8
Wheat,Region_B,Clay,6.43,505.4,34.3,59.7,142.7,Drip,18.0,5.8,Rice,88.41
Barley,Region_C,Loam,7.14,1095.1,23.8,65.9,132.7,Drip,7.0,19.4,Wheat,97.89
Rice,Region_C,Loam,5.89,869.6,24.8,66.2,260.6,Drip,8.3,7.8,Barley,158.31
Rice,Region_A,Loam,5.68,623.1,20.6,69.0,68.5,None,39.8,9.3,None,60.83
Rice,Region_B,Sandy,6.16,567.4,25.2,64.5,65.5,None,6.4,16.2,Barley,57.52
Wheat,Region_D,Clay,6.28,1407.4,18.0,54.4,160.7,Flood,9.5,22.8,Rice,124.32
Wheat,Region_A,Sandy,6.11,1385.5,28.4,62.4,151.8,None,8.6,5.4,Wheat,132.54
Maize,Region_C,Clay,5.77,867.1,15.5,82.3,90.4,None,18.5,21.5,Rice,70.1
Barley,Region_B,Clay,6.0,536.0,19.7,81.8,115.8,None,34.7,20.1,Barley,80.21
Wheat,Region_C,Sandy,6.86,333.0,19.2,76.4,293.5,Drip,32.2,8.2,Barley,154.04
Rice,Region_A,Loam,6.27,403.5,33.8,54.8,178.3,None,36.2,12.5,Wheat,109.53
Rice,Region_C,Sandy,6.77,878.9,17.9,77.2,72.0,Sprinkler,36.3,23.1,Barley,68.52
Wheat,Region_B,Loam,6.57,600.2,32.8,53.3,62.4,Flood,0.2,7.9,Maize,54.78
Wheat,Region_B,Clay,6.6,254.7,17.5,69.8,60.5,None,34.2,7.2,Wheat,41.61
Wheat,Region_A,Loam,6.0,791.7,28.0,64.0,147.3,Sprinkler,34.2,19.7,Rice,100.62
Maize,Region_B,Clay,6.54,1170.0,21.4,48.0,266.4,Sprinkler,3.1,14.4,None,177.23
Rice,Region_C,Clay,5.55,1359.2,21.3,57.2,258.2,Drip,21.4,10.7,Barley,178.51
Maize,Region_C,Loam,6.36,960.9,35.0,79.8,142.0,Flood,3.9,8.4,None,109.02
Maize,Region_D,Clay,6.65,1140.3,19.5,84.8,243.6,Drip,9.5,19.4,Rice,163.41
Barley,Region_D,Loam,5.86,673.3,19.1,42.3,238.1,Sprinkler,24.5,13.8,None,145.83
Rice,Region_D,Sandy,6.01,845.1,26.8,57.4,170.7,None,0.6,9.8,Wheat,114.01
Rice,Region_C,Clay,5.94,1148.5,29.8,56.0,151.1,Sprinkler,4.7,23.9,Rice,117.74
Wheat,Region_C,Clay,5.64,1146.0,34.7,59.3,95.1,Flood,4.2,16.2,Wheat,92.64
Wheat,Region_A,Sandy,6.2,751.9,29.0,88.6,119.7,Sprinkler,6.2,12.1,Wheat,87.18
Barley,Region_D,Clay,7.46,906.8,26.2,61.1,134.7,Sprinkler,2.5,19.4,None,102.64
Maize,Region_C,Sandy,6.21,1401.0,23.2,79.8,253.2,Drip,30.6,14.9,Maize,166.66
Wheat,Region_A,Sandy,6.42,1021.6,26.9,69.8,188.2,Sprinkler,8.9,5.2,Wheat,124.2
Wheat,Region_C,Clay,6.81,1035.3,27.0,36.4,100.2,Drip,43.1,21.8,Wheat,86.97
Rice,Region_A,Sandy,6.8,1220.0,19.4,71.7,74.0,Drip,44.2,6.3,Rice,75.92
Rice,Region_D,Sandy,7.4,349.8,28.4,68.8,174.2,None,34.6,24.8,Maize,108.78
Wheat,Region_D,Sandy,7.22,879.7,19.1,75.5,216.6,Sprinkler,3.2,12.0,Barley,137.59
Rice,Region_D,Clay,7.09,1447.3,24.8,34.5,254.7,None,44.6,15.5,Wheat,181.47
Barley,Region_C,Sandy,7.4,670.2,20.2,44.5,249.3,Flood,20.9,25.0,Rice,148.67
Wheat,Region_C,Loam,5.96,583.4,21.3,76.2,256.0,Drip,9.1,10.4,None,151.52
Rice,Region_A,Loam,6.73,981.6,27.3,52.2,162.0,Drip,38.9,14.3,Rice,113.8
Barley,Region_B,Sandy,7.27,487.5,16.3,84.6,266.4,Flood,17.3,20.1,Maize,150.48
Rice,Region_B,Loam,6.75,922.7,15.2,61.1,161.2,Drip,25.3,14.3,Rice,107.67
Rice,Region_D,Clay,7.45,402.3,17.6,30.1,92.0,None,37.2,11.7,Barley,56.29
Rice,Region_B,Sandy,5.7,953.7,18.4,71.9,149.3,None,5.1,7.4,None,111.59
Wheat,Region_D,Clay,6.38,983.1,19.0,60.8,135.0,Flood,8.5,15.3,None,106.17
Maize,Region_A,Loam,7.45,743.9,30.5,49.0,148.0,Sprinkler,48.4,16.0,Wheat,107.07
Rice,Region_B,Loam,6.26,697.6,23.9,31.2,214.7,Drip,35.7,9.7,Maize,138.6
Barley,Region_B,Loam,6.98,519.1,24.4,41.9,214.2,Sprinkler,11.6,11.7,None,128.63
Wheat,Region_D,Loam,5.56,630.2,27.9,39.7,106.2,None,28.7,11.0,None,75.39
Wheat,Region_A,Clay,6.89,847.8,29.6,65.0,129.0,None,9.4,13.5,Barley,92.36
Barley,Region_B,Sandy,7.37,522.0,15.1,76.2,198.8,Drip,43.3,21.0,Rice,109.3
Rice,Region_B,Clay,6.27,1217.7,32.1,44.1,71.0,Flood,22.4,11.7,Barley,81.13
Maize,Region_B,Sandy,5.54,1121.7,34.8,71.9,222.2,None,40.3,10.4,Maize,152.35
Rice,Region_A,Loam,5.56,550.1,17.4,84.0,94.7,Sprinkler,48.6,21.8,Maize,69.22
Barley,Region_A,Loam,7.28,326.7,28.0,67.3,262.7,None,49.0,21.2,None,149.76
Wheat,Region_B,Loam,6.95,200.2,15.0,76.5,150.4,Drip,6.9,20.9,Wheat,91.14
Maize,Region_D,Loam,5.71,975.7,16.0,42.3,105.2,Flood,47.2,19.9,Rice,83.43
Wheat,Region_D,Clay,5.61,474.8,20.7,34.5,217.0,None,13.5,22.8,Rice,129.27
Barley,Region_B,Sandy,7.11,216.4,31.9,51.9,188.5,Drip,18.0,19.3,Maize,104.64
Rice,Region_A,Sandy,7.12,666.8,28.1,72.5,93.0,None,3.1,8.4,Barley,63.6
Maize,Region_B,Loam,5.74,1450.6,23.9,71.2,256.8,None,32.3,5.7,None,175.81
Wheat,Region_A,Clay,6.1,1096.9,23.8,87.3,163.3,Sprinkler,32.2,8.6,Rice,126.62
Wheat,Region_B,Loam,7.06,1315.1,24.3,67.8,88.1,None,38.9,12.3,Barley,87.44
Wheat,Region_A,Sandy,6.55,388.2,21.2,54.7,249.0,None,47.3,6.1,Barley,135.95
Rice,Region_C,Sandy,7.41,295.3,32.6,77.8,83.4,Flood,21.4,20.1,Maize,59.0
Maize,Region_D,Clay,6.46,215.0,26.4,39.2,292.0,Sprinkler,20.4,17.8,None,162.18
Rice,Region_C,Sandy,6.85,1442.4,24.7,78.8,160.5,Flood,32.0,19.4,None,131.02
Rice,Region_D,Clay,6.52,590.3,24.3,52.0,232.1,Drip,33.4,6.9,Wheat,145.4
Rice,Region_A,Loam,7.39,797.4,33.7,39.2,163.0,None,22.3,11.6,None,107.48
Barley,Region_C,Loam,6.3,712.9,29.5,39.7,96.9,Sprinkler,46.0,14.2,Maize,82.68
Barley,Region_D,Clay,5.96,1149.6,17.9,89.0,239.5,Flood,2.6,17.1,Barley,147.55
Barley,Region_B,Loam,6.15,603.0,23.7,67.4,122.3,Flood,37.8,21.1,Rice,73.83
Maize,Region_A,Clay,7.21,896.1,20.8,40.5,220.6,Drip,10.4,24.5,Barley,134.03
Rice,Region_A,Loam,6.5,1494.3,34.7,46.1,114.3,Drip,24.8,6.6,Rice,111.32
Rice,Region_B,Loam,6.21,777.3,23.3,52.3,110.3,Drip,42.6,17.8,Wheat,75.58
Barley,Region_B,Sandy,6.59,916.7,16.4,33.4,164.4,Flood,16.5,7.7,Wheat,109.79
Rice,Region_D,Sandy,5.77,853.3,23.2,36.5,254.1,None,45.0,11.0,Wheat,155.17
Rice,Region_A,Clay,5.51,1244.1,21.4,75.7,203.4,Drip,22.5,20.4,Barley,147.03
Wheat,Region_D,Loam,6.06,546.9,27.0,77.2,66.2,Flood,35.1,24.9,Maize,61.3
Rice,Region_B,Loam,6.71,421.6,19.5,89.3,233.5,Drip,36.1,15.5,None,137.81
Wheat,Region_A,Loam,6.92,1180.3,15.7,34.1,194.9,None,13.0,12.1,Rice,128.85
Rice,Region_B,Sandy,7.15,740.3,16.9,83.4,205.9,Drip,45.0,9.3,Maize,129.43
Maize,Region_D,Clay,7.35,1387.8,20.7,49.0,138.4,Sprinkler,6.2,20.7,None,113.12
Barley,Region_D,Clay,6.32,1037.4,22.0,49.7,189.0,Flood,29.5,23.1,Rice,129.2
Wheat,Region_D,Clay,6.98,933.6,31.7,37.6,143.0,Flood,46.5,22.0,Barley,105.52
Barley,Region_A,Loam,5.65,291.6,20.4,89.2,70.4,Drip,1.5,15.2,Rice,45.71
Wheat,Region_B,Clay,5.62,1149.5,15.6,88.9,261.1,Drip,26.6,16.8,Barley,164.53
Wheat,Region_B,Sandy,5.75,1091.9,30.6,81.9,219.5,None,12.3,21.7,None,146.39
Wheat,Region_D,Sandy,6.4,1032.1,32.4,35.4,217.6,Drip,9.6,23.6,Maize,142.79
Maize,Region_D,Clay,5.92,548.3,24.8,80.5,98.4,Drip,11.7,23.8,Rice,75.69
Rice,Region_D,Loam,6.07,1430.8,20.7,68.1,215.9,None,45.1,18.8,None,154.69
Wheat,Region_D,Sandy,6.8,618.2,30.4,37.7,108.0,Sprinkler,21.3,8.8,Wheat,83.68
Maize,Region_C,Sandy,6.22,397.9,15.2,45.7,221.9,None,11.8,11.3,Maize,131.39
Wheat,Region_C,Loam,6.61,1483.4,33.5,71.4,133.4,None,46.4,10.3,Wheat,124.83
Rice,Region_C,Loam,6.32,1170.1,32.3,78.2,89.4,None,16.1,8.5,Wheat,79.97
Wheat,Region_D,Clay,5.84,739.2,25.9,80.9,276.6,Flood,36.2,10.0,Maize,166.97
Maize,Region_D,Sandy,5.65,1416.7,20.6,62.6,76.2,Drip,26.9,22.4,Rice,78.52
Rice,Region_B,Sandy,5.97,318.5,15.7,62.1,240.4,Sprinkler,34.0,20.4,None,142.08
Maize,Region_A,Clay,5.62,314.0,35.0,71.1,75.4,Flood,9.1,5.9,Maize,57.06
Rice,Region_B,Clay,6.74,1087.2,30.2,76.7,221.2,Drip,33.9,8.0,Rice,146.91
Rice,Region_C,Sandy,7.09,431.4,21.8,40.2,77.6,Flood,45.3,24.7,Maize,54.53
Barley,Region_B,Sandy,6.18,1392.3,15.4,74.4,177.2,Flood,5.0,9.5,Maize,137.65
Barley,Region_D,Loam,6.27,1292.5,27.8,50.5,97.0,Drip,16.3,17.7,Rice,90.99
Barley,Region_C,Loam,7.13,598.3,34.7,53.0,266.6,Sprinkler,48.6,9.1,Wheat,151.4
Rice,Region_C,Sandy,5.95,1355.5,29.1,34.7,150.4,Flood,11.3,9.7,Barley,123.93
Wheat,Region_A,Sandy,5.74,255.8,16.7,65.3,53.9,None,3.0,15.0,Rice,44.13
Maize,Region_A,Loam,6.5,913.2,23.0,35.6,207.0,Flood,2.8,14.8,Barley,135.13
Maize,Region_C,Clay,6.79,1416.2,17.2,84.8,161.3,Flood,13.8,17.9,Barley,130.33
Maize,Region_C,Clay,6.7,1312.0,33.2,67.3,264.9,Drip,24.7,8.4,Maize,175.49
Barley,Region_B,Sandy,6.93,662.9,21.6,89.4,158.3,Flood,13.4,10.3,Rice,103.99
Rice,Region_C,Sandy,5.61,437.7,29.7,44.7,152.8,Sprinkler,14.0,17.5,Rice,95.97
Barley,Region_D,Loam,6.36,473.7,16.7,70.8,163.5,Flood,41.6,6.9,Wheat,97.55
Wheat,Region_B,Sandy,5.98,868.9,17.6,87.9,265.0,Flood,38.3,23.2,Barley,157.36
Rice,Region_D,Clay,7.02,975.8,28.6,47.9,196.7,Flood,15.5,8.6,Wheat,129.7
Maize,Region_D,Loam,7.25,242.7,31.9,35.8,217.3,Flood,17.2,13.8,None,118.89
Barley,Region_D,Loam,6.06,737.6,19.0,68.0,230.1,Drip,48.5,7.2,Barley,138.68
Barley,Region_C,Clay,5.69,1279.5,23.4,52.0,284.4,None,47.5,18.7,Wheat,184.58
Wheat,Region_A,Clay,6.01,777.6,27.4,46.4,259.4,None,48.7,11.5,Wheat,159.23
Wheat,Region_A,Loam,5.71,419.9,30.9,89.6,281.8,Drip,47.0,6.5,Barley,160.39
Barley,Region_D,Sandy,6.14,1441.3,27.6,75.2,135.8,Flood,31.4,16.9,Wheat,116.15
Wheat,Region_C,Clay,6.58,546.2,16.9,59.1,103.7,Flood,15.4,24.6,None,71.69
Maize,Region_B,Loam,7.45,1238.0,25.9,33.0,100.8,Drip,48.5,22.4,Rice,88.44
Wheat,Region_D,Sandy,6.3,451.9,32.7,41.5,264.5,None,37.1,19.1,None,153.3
Wheat,Region_B,Sandy,5.94,750.1,32.4,47.9,257.6,Sprinkler,35.6,5.3,Barley,149.95
Barley,Region_B,Loam,5.83,837.5,26.7,59.2,212.6,Flood,39.9,22.2,Maize,131.71
Barley,Region_C,Clay,5.85,850.8,34.9,59.8,65.7,Drip,29.9,22.9,Barley,60.15
Rice,Region_C,Sandy,5.89,871.4,17.1,31.5,129.5,Flood,29.2,5.8,Rice,91.46
Rice,Region_A,Clay,7.02,492.4,24.6,86.6,233.6,None,18.1,7.4,None,137.94
Barley,Region_A,Loam,5.62,870.7,30.5,62.6,112.1,Flood,7.5,14.0,Wheat,89.14
Wheat,Region_C,Clay,7.49,826.2,17.8,31.2,206.0,None,21.9,13.0,Wheat,132.71
Wheat,Region_D,Sandy,6.55,471.3,34.5,72.1,185.7,Sprinkler,25.9,10.9,Maize,117.93
Rice,Region_A,Loam,6.59,1484.6,22.1,34.3,115.7,Sprinkler,43.9,9.0,None,107.71
Rice,Region_B,Sandy,6.22,1325.2,22.0,73.3,283.6,Flood,20.1,16.0,Wheat,180.92
Rice,Region_D,Sandy,6.88,1353.8,19.3,72.1,114.2,Drip,44.2,20.4,Barley,101.72
Maize,Region_B,Loam,6.44,1091.2,20.8,89.1,273.7,None,15.9,23.7,Wheat,169.08
Maize,Region_C,Loam,6.16,407.9,26.6,50.5,185.2,Flood,47.2,11.0,Rice,108.48
Rice,Region_B,Clay,6.03,938.5,23.6,38.7,73.0,None,1.9,19.1,None,71.36
Wheat,Region_D,Loam,7.35,1267.9,18.9,35.5,258.4,Drip,26.3,20.8,Wheat,170.17
Rice,Region_C,Clay,6.08,250.4,31.2,34.3,247.9,Flood,16.1,14.6,Wheat,140.92
Maize,Region_D,Loam,6.37,844.6,16.2,78.6,257.7,Drip,14.7,23.4,Rice,157.47
Wheat,Region_B,Sandy,6.2,715.0,31.7,73.1,209.5,None,4.0,5.5,Wheat,124.97
Maize,Region_D,Clay,5.67,475.8,20.5,88.6,227.9,Flood,34.1,23.0,Maize,130.35
Wheat,Region_C,Loam,5.87,691.7,24.9,48.6,276.8,Drip,19.6,22.9,None,167.31
Maize,Region_B,Clay,5.88,1478.5,22.6,78.2,81.9,Sprinkler,47.5,7.7,Wheat,92.11
Wheat,Region_B,Clay,6.89,1140.2,26.4,35.6,70.8,None,35.6,13.8,Barley,69.53
Wheat,Region_A,Clay,6.31,589.4,30.9,84.2,81.3,Flood,22.1,15.3,Wheat,62.21
Wheat,Region_A,Sandy,7.06,987.0,34.8,33.1,267.5,Sprinkler,31.4,13.0,Maize,171.35
Wheat,Region_D,Loam,6.92,520.7,21.1,77.3,190.7,Drip,3.3,22.9,Barley,112.58
Barley,Region_A,Loam,5.88,994.1,26.1,48.4,94.0,Sprinkler,29.5,19.3,Maize,80.35
Maize,Region_A,Clay,6.63,1365.0,24.3,40.9,85.4,None,33.3,7.5,Rice,89.75
Maize,Region_A,Loam,6.99,923.9,35.0,72.3,161.4,Flood,5.3,23.5,Barley,124.58
Barley,Region_A,Sandy,6.77,1153.3,31.2,83.8,253.9,Sprinkler,34.1,5.9,Barley,169.34
Wheat,Region_C,Clay,6.7,789.3,22.9,75.8,251.3,Drip,23.7,16.9,Maize,157.37
Wheat,Region_C,Sandy,6.98,881.4,24.5,48.8,262.8,Sprinkler,24.0,15.5,Maize,158.31
Maize,Region_A,Sandy,5.61,1103.6,19.9,51.2,242.2,Flood,36.2,6.4,Rice,151.96
Barley,Region_D,Loam,6.96,1256.1,30.1,41.4,65.4,Sprinkler,22.5,18.9,Barley,72.03
Wheat,Region_C,Loam,6.05,1057.3,31.9,79.4,230.0,Flood,11.7,24.3,Barley,152.22
Wheat,Region_A,Clay,6.64,1470.7,34.3,36.4,179.7,Drip,14.9,14.2,Barley,141.97
Wheat,Region_C,Sandy,5.98,1265.8,26.3,84.2,231.6,Flood,36.9,15.3,Barley,161.44
Rice,Region_B,Loam,7.18,1210.3,28.4,66.1,171.1,Drip,3.5,12.7,Rice,132.0
Barley,Region_C,Clay,6.46,1298.6,23.9,65.3,170.9,Sprinkler,42.0,22.5,Wheat,135.48
Wheat,Region_C,Clay,6.79,565.6,27.2,80.3,81.5,Flood,29.1,23.6,Barley,52.76
Rice,Region_D,Loam,7.09,761.7,22.0,70.1,276.3,None,36.3,12.9,None,160.5
Barley,Region_C,Sandy,7.29,933.8,29.8,48.3,143.7,Drip,17.2,22.8,Rice,114.14
Wheat,Region_D,Clay,6.96,801.1,15.5,51.0,195.6,Sprinkler,11.1,9.1,Wheat,126.68
Maize,Region_B,Loam,5.8,1301.7,15.6,40.4,101.8,Sprinkler,40.2,14.2,Maize,92.54
Rice,Region_A,Clay,7.21,235.2,29.3,57.8,142.2,Drip,5.1,10.0,Wheat,72.87
Rice,Region_D,Loam,6.74,471.9,33.6,36.6,267.6,None,8.3,9.5,Maize,148.2
Wheat,Region_C,Clay,6.72,1346.2,27.6,69.2,102.4,Drip,14.2,22.1,None,101.53
Wheat,Region_C,Sandy,7.34,276.8,29.5,40.2,101.5,Flood,17.6,19.3,Rice,62.61
Rice,Region_D,Clay,6.0,495.1,31.5,81.8,115.1,Sprinkler,10.2,6.3,Wheat,81.43
Maize,Region_B,Loam,5.98,656.6,22.2,72.0,193.7,Drip,45.6,20.1,Maize,118.99
Maize,Region_A,Loam,6.53,1176.0,17.2,83.5,180.2,Flood,1.4,16.5,Barley,139.73
Barley,Region_C,Loam,7.0,928.2,33.7,35.2,93.8,Sprinkler,40.2,20.7,None,81.27
Wheat,Region_B,Sandy,6.39,1441.0,33.8,77.9,223.0,Sprinkler,20.6,16.9,None,154.04
Maize,Region_A,Loam,6.77,496.2,23.8,82.8,276.9,Flood,41.8,12.5,Rice,161.0
Barley,Region_A,Loam,6.41,1333.8,19.3,32.7,99.7,Drip,39.8,14.9,Rice,94.1
Maize,Region_C,Sandy,6.72,567.8,32.8,89.9,218.2,Drip,6.1,7.8,Rice,129.58
Wheat,Region_D,Loam,7.14,519.1,29.2,48.0,196.6,Sprinkler,33.3,11.2,Rice,120.72
Barley,Region_C,Loam,5.86,847.9,15.2,42.7,132.2,Drip,18.9,5.4,Barley,99.81
Barley,Region_C,Sandy,6.89,292.6,17.2,54.9,204.5,None,41.1,13.1,None,113.27
Barley,Region_C,Clay,7.07,699.6,34.7,30.5,102.5,Drip,42.6,6.8,Barley,74.4
Maize,Region_B,Loam,6.39,662.4,15.8,83.2,258.5,Drip,9.5,18.2,Rice,153.32
Wheat,Region_D,Clay,6.15,408.1,20.7,46.1,55.6,Sprinkler,23.9,23.3,Wheat,40.97
Barley,Region_B,Sandy,5.53,1319.0,26.0,61.3,191.8,Sprinkler,29.7,19.8,Maize,142.31
Rice,Region_C,Loam,7.09,701.7,18.7,67.4,129.7,Flood,27.2,9.1,Wheat,95.98
Wheat,Region_D,Loam,6.16,1476.5,19.6,77.5,270.3,Sprinkler,12.6,15.1,None,177.65
Rice,Region_A,Sandy,6.21,1369.6,22.1,45.0,174.8,Drip,13.6,19.2,None,123.68
Rice,Region_D,Loam,6.17,453.3,20.4,73.0,250.6,None,42.9,21.1,Barley,154.44
Barley,Region_C,Clay,6.5,856.7,31.1,37.1,281.0,Flood,1.6,10.7,Maize,173.09
Barley,Region_D,Clay,6.9,982.3,25.0,72.3,133.6,Sprinkler,13.1,14.5,Rice,95.04
Maize,Region_A,Sandy,7.04,1264.6,20.6,85.2,270.1,Flood,11.2,7.1,Rice,172.1
Maize,Region_A,Loam,6.29,1351.3,21.3,35.1,231.6,Drip,18.5,19.5,Wheat,158.22
Maize,Region_D,Loam,6.83,1011.2,15.8,37.0,77.0,Flood,34.3,13.7,Maize,73.51
Wheat,Region_A,Sandy,6.94,245.7,16.0,63.4,76.0,Sprinkler,26.6,5.8,Barley,36.49
Maize,Region_B,Clay,6.09,825.7,29.4,32.8,254.3,Flood,27.0,15.6,Rice,161.29
Rice,Region_D,Clay,5.69,1350.2,17.3,41.2,167.1,Drip,36.6,20.8,None,124.08
Maize,Region_A,Sandy,7.29,1128.3,24.5,41.4,173.8,Sprinkler,40.6,5.9,Rice,133.07
Barley,Region_A,Loam,6.85,1331.2,31.8,58.9,272.8,Drip,8.0,13.1,Maize,184.63
Maize,Region_D,Clay,6.8,1076.3,22.4,44.9,276.0,Sprinkler,5.4,14.6,None,179.24
Wheat,Region_B,Loam,5.62,257.2,21.9,58.5,78.2,Sprinkler,15.1,25.0,Barley,50.03
Wheat,Region_D,Clay,7.14,1458.4,32.5,61.3,143.4,None,41.4,9.4,Rice,123.18
Rice,Region_A,Loam,6.63,1393.4,32.3,73.8,273.8,None,27.1,21.4,None,192.08
Wheat,Region_D,Clay,7.2,364.6,32.6,86.8,255.0,Sprinkler,7.1,7.9,Barley,140.7
Maize,Region_A,Loam,7.45,346.5,26.4,60.2,230.3,Drip,8.2,24.3,Maize,133.04
Barley,Region_C,Sandy,7.41,900.8,34.0,51.3,75.5,Flood,44.9,11.1,Barley,74.25
Wheat,Region_D,Clay,7.21,1184.2,31.4,45.5,205.3,Sprinkler,18.3,7.9,Barley,151.27
Rice,Region_D,Sandy,5.52,696.8,23.3,68.1,195.5,None,12.8,12.6,None,120.11
Maize,Region_A,Clay,7.27,377.3,27.6,86.6,91.8,None,34.7,5.3,Rice,58.5
Rice,Region_A,Clay,5.65,863.7,17.4,75.9,243.5,Drip,43.0,7.2,None,157.09
Wheat,Region_A,Clay,7.2,638.8,26.0,42.4,128.0,Sprinkler,22.1,14.9,Wheat,87.24
Wheat,Region_A,Loam,6.06,657.3,20.3,83.6,205.2,Flood,39.6,23.8,None,121.88
Rice,Region_D,Clay,6.72,1038.5,20.7,74.1,140.5,None,21.5,13.9,None,103.07
Maize,Region_A,Sandy,5.58,1351.3,17.5,37.7,71.1,Drip,34.6,18.2,Rice,72.66
Wheat,Region_D,Loam,7.04,926.2,22.2,72.8,181.2,Sprinkler,28.7,19.1,Maize,122.69
Barley,Region_B,Loam,5.72,1093.9,24.6,47.4,126.7,Drip,44.7,5.7,Wheat,86.68
Wheat,Region_D,Clay,6.32,1057.9,27.0,59.5,67.8,Sprinkler,16.3,11.4,Rice,72.37
Maize,Region_A,Loam,7.13,916.5,21.1,48.0,99.6,Flood,38.5,24.9,Rice,73.81
Wheat,Region_A,Clay,6.89,604.0,30.8,35.0,204.7,Drip,34.2,5.1,Barley,132.97
Rice,Region_B,Sandy,5.51,691.1,25.4,76.1,75.3,Drip,41.9,14.4,Wheat,59.93
Wheat,Region_D,Loam,6.31,610.4,27.8,79.7,71.9,Drip,30.4,21.7,Barley,55.68
Wheat,Region_B,Loam,5.58,1392.7,20.6,43.9,286.0,Sprinkler,23.0,10.8,Barley,189.11
Maize,Region_D,Sandy,6.85,1274.6,31.3,44.4,76.9,None,2.5,24.9,Rice,84.91
Rice,Region_A,Sandy,7.44,953.2,27.5,55.8,144.0,Sprinkler,42.0,14.7,Maize,106.27
Maize,Region_D,Clay,6.81,1385.9,32.2,78.7,83.4,Flood,45.5,23.3,Rice,81.61
Wheat,Region_A,Loam,5.95,1352.3,18.2,34.6,284.8,Sprinkler,22.5,15.6,None,187.2
Barley,Region_A,Sandy,6.21,1406.0,22.6,78.5,170.3,Drip,11.1,13.0,Maize,131.46
Wheat,Region_C,Loam,7.45,488.3,17.3,85.4,77.8,Drip,32.4,19.2,Wheat,56.42
Maize,Region_C,Sandy,5.95,1132.8,19.3,63.7,242.2,Flood,6.1,24.2,Maize,161.84
Barley,Region_D,Loam,6.62,992.0,22.9,33.6,245.2,None,2.0,12.5,Wheat,153.07
Maize,Region_A,Sandy,6.3,1154.0,32.9,46.2,275.3,Flood,14.5,22.3,Barley,173.19
Maize,Region_B,Loam,7.04,542.4,26.1,36.7,226.4,None,34.0,18.2,Rice,137.77
Rice,Region_A,Clay,7.23,1103.3,21.6,45.6,63.7,Drip,40.7,12.6,Rice,59.52
Barley,Region_B,Loam,6.18,732.8,29.9,78.7,187.6,Flood,7.8,6.1,None,123.18
Wheat,Region_D,Clay,6.82,1284.3,15.4,33.3,146.0,None,47.3,11.2,Rice,108.55
Maize,Region_D,Clay,6.6,1234.0,22.4,47.0,237.1,Flood,27.6,21.6,Maize,167.06
Wheat,Region_B,Clay,6.06,474.8,27.0,61.0,197.7,Drip,46.3,6.9,None,111.22
Rice,Region_B,Loam,6.04,439.0,26.7,82.4,231.3,Sprinkler,7.5,16.4,Rice,126.99
Rice,Region_A,Loam,6.58,1133.1,27.2,45.0,95.1,Sprinkler,22.9,15.2,None,98.63
Barley,Region_D,Clay,5.81,915.6,19.2,76.7,159.3,None,21.5,18.2,Rice,117.27
Rice,Region_A,Sandy,7.12,924.4,21.7,65.0,158.0,Drip,20.6,23.8,Rice,107.04
